booking_date,channel,category,geography,bookings,transacted_value,revenue,spend,profit
2024-01-06,META,FLIGHT + HOTEL,OTHER,12,25993,2577,1361,1216
2024-01-06,META,HOTEL,DE,9,13373,1634,288,1346
2024-01-06,META,HOTEL,ES,29,12519,1203,314,889
2024-01-06,META,HOTEL,FR,43,30860,2673,2364,309
2024-01-06,META,HOTEL,GB,7,5379,537,55,482
2024-01-06,META,HOTEL,IT,31,15604,1517,863,654
2024-01-06,META,HOTEL,OTHER,25,16359,1678,747,931
2024-01-06,SEM,FLIGHT,DE,177,57587,2824,2442,382
2024-01-06,SEM,FLIGHT,ES,15,6797,387,526,-139
2024-01-06,SEM,FLIGHT,FR,79,57656,2908,4827,-1919
2024-01-06,SEM,FLIGHT,GB,124,62186,2875,2806,69
2024-01-06,SEM,FLIGHT,IT,69,47729,2074,2125,-51
2024-01-06,SEM,FLIGHT,OTHER,58,36233,2669,3195,-526
2024-01-06,SEM,FLIGHT + HOTEL,DE,64,100394,11637,7954,3683
2024-01-06,SEM,FLIGHT + HOTEL,ES,69,182180,12913,8856,4057
2024-01-06,SEM,FLIGHT + HOTEL,FR,213,279680,22969,34749,-11780
2024-01-06,SEM,FLIGHT + HOTEL,GB,50,56815,5607,4382,1225
2024-01-06,SEM,FLIGHT + HOTEL,IT,205,385281,31994,19975,12019
2024-01-06,SEM,FLIGHT + HOTEL,OTHER,47,63807,6786,6128,658
2024-01-06,SEM,HOTEL,DE,8,3209,444,234,210
2024-01-06,SEM,HOTEL,ES,6,1530,190,109,81
2024-01-06,SEM,HOTEL,FR,91,61174,6004,4809,1195
2024-01-06,SEM,HOTEL,GB,11,5870,682,434,248
2024-01-06,SEM,HOTEL,IT,34,21270,1661,928,733
2024-01-06,SEM,HOTEL,OTHER,9,4768,617,254,363
2024-01-06,SEO,FLIGHT,DE,58,22934,1293,0,1293
2024-01-06,SEO,FLIGHT,ES,11,5624,284,0,284
2024-01-06,SEO,FLIGHT,FR,28,20912,1170,0,1170
2024-01-06,SEO,FLIGHT,GB,31,23452,403,0,403
2024-01-06,SEO,FLIGHT,IT,38,33071,1760,0,1760
2024-01-06,SEO,FLIGHT,OTHER,15,8656,779,0,779
2024-01-06,SEO,FLIGHT + HOTEL,DE,15,28826,2310,0,2310
2024-01-06,SEO,FLIGHT + HOTEL,ES,47,116092,9760,0,9760
2024-01-06,SEO,FLIGHT + HOTEL,FR,64,99913,8334,0,8334
2024-01-06,SEO,FLIGHT + HOTEL,GB,6,4036,490,0,490
2024-01-06,SEO,FLIGHT + HOTEL,IT,39,91403,8844,0,8844
2024-01-06,SEO,FLIGHT + HOTEL,OTHER,11,11694,1441,0,1441
2024-01-06,SEO,HOTEL,DE,7,4909,401,0,401
2024-01-06,SEO,HOTEL,ES,8,2922,376,0,376
2024-01-06,SEO,HOTEL,FR,56,18009,1763,0,1763
2024-01-06,SEO,HOTEL,GB,4,1069,93,0,93
2024-01-06,SEO,HOTEL,IT,15,10442,1105,0,1105
2024-01-06,SEO,HOTEL,OTHER,5,793,118,0,118
2024-01-07,DIRECT,FLIGHT,DE,151,67961,2928,0,2928
2024-01-07,DIRECT,FLIGHT,ES,64,45736,2495,0,2495
2024-01-07,DIRECT,FLIGHT,FR,73,57113,1615,0,1615
2024-01-07,DIRECT,FLIGHT,GB,68,36361,927,0,927
2024-01-07,DIRECT,FLIGHT,IT,67,28688,1026,0,1026
2024-01-07,DIRECT,FLIGHT,OTHER,60,36693,1493,0,1493
2024-01-07,DIRECT,FLIGHT + HOTEL,DE,36,67260,6265,0,6265
2024-01-07,DIRECT,FLIGHT + HOTEL,ES,114,293391,27991,0,27991
2024-01-07,DIRECT,FLIGHT + HOTEL,FR,170,249954,15671,0,15671
2024-01-07,DIRECT,FLIGHT + HOTEL,GB,20,19260,2300,0,2300
2024-01-07,DIRECT,FLIGHT + HOTEL,IT,74,148879,10590,0,10590
2024-01-07,DIRECT,FLIGHT + HOTEL,OTHER,15,35767,2594,0,2594
2024-01-07,DIRECT,HOTEL,DE,21,9784,1316,0,1316
2024-01-07,DIRECT,HOTEL,ES,34,22165,2121,0,2121
2024-01-07,DIRECT,HOTEL,FR,80,27974,3659,0,3659
2024-01-07,DIRECT,HOTEL,GB,13,3545,454,0,454
2024-01-07,DIRECT,HOTEL,IT,41,19032,1490,0,1490
2024-01-07,DIRECT,HOTEL,OTHER,12,6513,876,0,876
2024-01-07,META,FLIGHT,DE,212,197521,6719,2384,4335
2024-01-07,META,FLIGHT,ES,466,327202,9607,5466,4141
2024-01-07,META,FLIGHT,FR,576,365011,12706,8674,4032
2024-01-07,META,FLIGHT,GB,160,76195,2436,1705,731
2024-01-07,META,FLIGHT,IT,325,319364,7733,2904,4829
2024-01-07,META,FLIGHT,OTHER,1386,979999,25498,19407,6091
2024-01-07,META,FLIGHT + HOTEL,DE,1,2688,23,0,23
2024-01-07,META,FLIGHT + HOTEL,ES,5,7247,142,345,-203
2024-01-07,META,FLIGHT + HOTEL,FR,20,30731,1135,744,391
2024-01-07,META,FLIGHT + HOTEL,GB,1,1280,201,87,114
2024-01-07,META,FLIGHT + HOTEL,IT,4,5974,640,120,520
2024-01-07,META,FLIGHT + HOTEL,OTHER,16,24514,2507,1362,1145
2024-01-07,META,HOTEL,DE,7,2881,269,96,173
2024-01-07,META,HOTEL,ES,26,16195,1744,676,1068
2024-01-07,META,HOTEL,FR,45,38461,3124,2391,733
2024-01-07,META,HOTEL,GB,9,4237,366,209,157
2024-01-07,META,HOTEL,IT,59,32849,3278,1047,2231
2024-01-07,META,HOTEL,OTHER,31,15721,1804,939,865
2024-01-07,SEM,FLIGHT,DE,202,95712,4870,2232,2638
2024-01-07,SEM,FLIGHT,ES,25,15732,1151,1068,83
2024-01-07,SEM,FLIGHT,FR,111,70900,3885,6040,-2155
2024-01-07,SEM,FLIGHT,GB,164,83752,2212,5031,-2819
2024-01-07,SEM,FLIGHT,IT,82,58199,2200,2309,-109
2024-01-07,SEM,FLIGHT,OTHER,95,46148,4447,4057,390
2024-01-07,SEM,FLIGHT + HOTEL,DE,46,64316,8104,7771,333
2024-01-07,SEM,FLIGHT + HOTEL,ES,122,298070,26159,16209,9950
2024-01-07,SEM,FLIGHT + HOTEL,FR,175,290011,26535,34716,-8181
2024-01-07,SEM,FLIGHT + HOTEL,GB,49,50992,5090,5517,-427
2024-01-07,SEM,FLIGHT + HOTEL,IT,204,409712,42058,24877,17181
2024-01-07,SEM,FLIGHT + HOTEL,OTHER,46,75831,9366,5964,3402
2024-01-07,SEM,HOTEL,DE,11,3364,308,259,49
2024-01-07,SEM,HOTEL,ES,4,4344,531,107,424
2024-01-07,SEM,HOTEL,FR,61,46431,5474,4232,1242
2024-01-07,SEM,HOTEL,GB,11,4184,489,500,-11
2024-01-07,SEM,HOTEL,IT,30,15272,1487,1200,287
2024-01-07,SEM,HOTEL,OTHER,2,241,43,63,-20
2024-01-07,SEO,FLIGHT,DE,65,36306,2606,0,2606
2024-01-07,SEO,FLIGHT,ES,15,6593,269,0,269
2024-01-07,SEO,FLIGHT,FR,34,21617,1103,0,1103
2024-01-07,SEO,FLIGHT,GB,28,22317,424,0,424
2024-01-07,SEO,FLIGHT,IT,32,20948,325,0,325
2024-01-07,SEO,FLIGHT,OTHER,14,8021,437,0,437
2024-01-07,SEO,FLIGHT + HOTEL,DE,15,19517,1514,0,1514
2024-01-07,SEO,FLIGHT + HOTEL,ES,65,189200,15189,0,15189
2024-01-07,SEO,FLIGHT + HOTEL,FR,89,126238,10605,0,10605
2024-01-07,SEO,FLIGHT + HOTEL,GB,8,9175,1195,0,1195
2024-01-07,SEO,FLIGHT + HOTEL,IT,62,138691,13267,0,13267
2024-01-07,SEO,FLIGHT + HOTEL,OTHER,5,13658,1322,0,1322
2024-01-07,SEO,HOTEL,DE,7,3267,256,0,256
2024-01-07,SEO,HOTEL,ES,3,2826,332,0,332
2024-01-07,SEO,HOTEL,FR,41,14250,1743,0,1743
2024-01-07,SEO,HOTEL,GB,6,1330,169,0,169
2024-01-07,SEO,HOTEL,IT,21,15559,1490,0,1490
2024-01-07,SEO,HOTEL,OTHER,4,2906,320,0,320
2024-01-08,DIRECT,FLIGHT,DE,141,55632,2318,0,2318
2024-01-08,DIRECT,FLIGHT,ES,83,42641,1794,0,1794
2024-01-08,DIRECT,FLIGHT,FR,87,45082,1932,0,1932
2024-01-08,DIRECT,FLIGHT,GB,78,34774,1191,0,1191
2024-01-08,DIRECT,FLIGHT,IT,62,30765,999,0,999
2024-01-08,DIRECT,FLIGHT,OTHER,55,27363,1222,0,1222
2024-01-08,DIRECT,FLIGHT + HOTEL,DE,37,49661,6912,0,6912
2024-01-08,DIRECT,FLIGHT + HOTEL,ES,122,256133,20374,0,20374
2024-01-08,DIRECT,FLIGHT + HOTEL,FR,169,226989,15416,0,15416
2024-01-08,DIRECT,FLIGHT + HOTEL,GB,15,22762,2700,0,2700
2024-01-08,DIRECT,FLIGHT + HOTEL,IT,50,91501,7026,0,7026
2024-01-08,DIRECT,FLIGHT + HOTEL,OTHER,18,37328,2896,0,2896
2024-01-08,DIRECT,HOTEL,DE,25,9033,984,0,984
2024-01-08,DIRECT,HOTEL,ES,30,18560,1906,0,1906
2024-01-08,DIRECT,HOTEL,FR,93,29944,2863,0,2863
2024-01-08,DIRECT,HOTEL,GB,14,1901,754,0,754
2024-01-08,DIRECT,HOTEL,IT,31,15858,1765,0,1765
2024-01-08,DIRECT,HOTEL,OTHER,12,4749,569,0,569
2024-01-08,META,FLIGHT,DE,239,178737,3823,3531,292
2024-01-08,META,FLIGHT,ES,455,307626,6821,4767,2054
2024-01-08,META,FLIGHT,FR,538,361476,9136,8476,660
2024-01-08,META,FLIGHT,GB,182,106650,3445,1959,1486
2024-01-08,META,FLIGHT,IT,220,159276,3784,2843,941
2024-01-08,META,FLIGHT,OTHER,1366,963180,27371,21964,5407
2024-01-08,META,FLIGHT + HOTEL,DE,2,3461,270,0,270
2024-01-08,META,FLIGHT + HOTEL,ES,7,26660,2564,75,2489
2024-01-08,META,FLIGHT + HOTEL,FR,20,29321,2034,1239,795
2024-01-08,META,FLIGHT + HOTEL,GB,1,731,78,47,31
2024-01-08,META,FLIGHT + HOTEL,IT,12,19461,1628,498,1130
2024-01-08,META,FLIGHT + HOTEL,OTHER,9,13798,1477,1105,372
2024-01-08,META,HOTEL,DE,7,6152,618,160,458
2024-01-08,META,HOTEL,ES,24,13855,1516,475,1041
2024-01-08,META,HOTEL,FR,48,28991,2537,2357,180
2024-01-08,META,HOTEL,GB,8,2546,312,156,156
2024-01-08,META,HOTEL,IT,34,10309,1110,432,678
2024-01-08,META,HOTEL,OTHER,32,15439,1864,762,1102
2024-01-08,SEM,FLIGHT,DE,201,75204,5873,3732,2141
2024-01-08,SEM,FLIGHT,ES,24,17678,1755,946,809
2024-01-08,SEM,FLIGHT,FR,106,36110,2166,4564,-2398
2024-01-08,SEM,FLIGHT,GB,202,70873,3426,6880,-3454
2024-01-08,SEM,FLIGHT,IT,71,36282,1880,2166,-286
2024-01-08,SEM,FLIGHT,OTHER,90,45030,3502,3995,-493
2024-01-08,SEM,FLIGHT + HOTEL,DE,70,140327,11545,6443,5102
2024-01-08,SEM,FLIGHT + HOTEL,ES,100,202276,14206,9799,4407
2024-01-08,SEM,FLIGHT + HOTEL,FR,216,334485,24791,27526,-2735
2024-01-08,SEM,FLIGHT + HOTEL,GB,48,68345,6573,3886,2687
2024-01-08,SEM,FLIGHT + HOTEL,IT,189,365605,33866,22427,11439
2024-01-08,SEM,FLIGHT + HOTEL,OTHER,49,66667,5830,6732,-902
2024-01-08,SEM,HOTEL,DE,26,11707,1395,869,526
2024-01-08,SEM,HOTEL,ES,7,4818,635,306,329
2024-01-08,SEM,HOTEL,FR,87,34885,3794,4620,-826
2024-01-08,SEM,HOTEL,GB,5,2534,259,167,92
2024-01-08,SEM,HOTEL,IT,39,22889,2457,1099,1358
2024-01-08,SEM,HOTEL,OTHER,9,7069,770,257,513
2024-01-08,SEO,FLIGHT,DE,87,29603,1579,0,1579
2024-01-08,SEO,FLIGHT,ES,14,12354,369,0,369
2024-01-08,SEO,FLIGHT,FR,33,27793,1934,0,1934
2024-01-08,SEO,FLIGHT,GB,44,17569,546,0,546
2024-01-08,SEO,FLIGHT,IT,44,25935,755,0,755
2024-01-08,SEO,FLIGHT,OTHER,29,19601,2115,0,2115
2024-01-08,SEO,FLIGHT + HOTEL,DE,26,42105,3684,0,3684
2024-01-08,SEO,FLIGHT + HOTEL,ES,59,142266,12581,0,12581
2024-01-08,SEO,FLIGHT + HOTEL,FR,76,107100,6939,0,6939
2024-01-08,SEO,FLIGHT + HOTEL,GB,5,5875,861,0,861
2024-01-08,SEO,FLIGHT + HOTEL,IT,44,118023,10518,0,10518
2024-01-08,SEO,FLIGHT + HOTEL,OTHER,8,10270,1175,0,1175
2024-01-08,SEO,HOTEL,DE,8,3554,567,0,567
2024-01-08,SEO,HOTEL,ES,14,5700,761,0,761
2024-01-08,SEO,HOTEL,FR,71,25781,3656,0,3656
2024-01-08,SEO,HOTEL,GB,9,992,88,0,88
2024-01-08,SEO,HOTEL,IT,24,14515,1561,0,1561
2024-01-08,SEO,HOTEL,OTHER,4,759,71,0,71
2024-01-09,DIRECT,FLIGHT,DE,149,47673,1979,0,1979
2024-01-09,DIRECT,FLIGHT,ES,75,32989,1217,0,1217
2024-01-09,DIRECT,FLIGHT,FR,88,38842,1682,0,1682
2024-01-09,DIRECT,FLIGHT,GB,95,45366,2588,0,2588
2024-01-09,DIRECT,FLIGHT,IT,88,37437,1705,0,1705
2024-01-09,DIRECT,FLIGHT,OTHER,63,33536,1993,0,1993
2024-01-09,DIRECT,FLIGHT + HOTEL,DE,40,63003,4129,0,4129
2024-01-09,DIRECT,FLIGHT + HOTEL,ES,83,206557,19902,0,19902
2024-01-09,DIRECT,FLIGHT + HOTEL,FR,186,261002,17127,0,17127
2024-01-09,DIRECT,FLIGHT + HOTEL,GB,20,27128,2278,0,2278
2024-01-09,DIRECT,FLIGHT + HOTEL,IT,45,105150,9406,0,9406
2024-01-09,DIRECT,FLIGHT + HOTEL,OTHER,15,22482,2369,0,2369
2024-01-09,DIRECT,HOTEL,DE,23,13153,1979,0,1979
2024-01-09,DIRECT,HOTEL,ES,26,23380,2135,0,2135
2024-01-09,DIRECT,HOTEL,FR,70,26059,2215,0,2215
2024-01-09,DIRECT,HOTEL,GB,21,6099,830,0,830
2024-01-09,DIRECT,HOTEL,IT,40,19563,1958,0,1958
2024-01-09,DIRECT,HOTEL,OTHER,13,5380,601,0,601
2024-01-09,META,FLIGHT,DE,290,202574,4659,3456,1203
2024-01-09,META,FLIGHT,ES,431,243023,8037,4244,3793
2024-01-09,META,FLIGHT,FR,596,559435,17053,9418,7635
2024-01-09,META,FLIGHT,GB,236,118066,2569,1866,703
2024-01-09,META,FLIGHT,IT,349,243690,4920,3236,1684
2024-01-09,META,FLIGHT,OTHER,1630,1074433,28357,21460,6897
2024-01-09,META,FLIGHT + HOTEL,DE,1,623,71,46,25
2024-01-09,META,FLIGHT + HOTEL,ES,4,10582,793,335,458
2024-01-09,META,FLIGHT + HOTEL,FR,15,31399,3688,1288,2400
2024-01-09,META,FLIGHT + HOTEL,GB,0,0,0,0,0
2024-01-09,META,FLIGHT + HOTEL,IT,7,14663,1203,97,1106
2024-01-09,META,FLIGHT + HOTEL,OTHER,7,13412,1098,559,539
2024-01-09,META,HOTEL,DE,8,4251,453,281,172
2024-01-09,META,HOTEL,ES,14,9809,1246,610,636
2024-01-09,META,HOTEL,FR,33,24390,2048,1934,114
2024-01-09,META,HOTEL,GB,11,3872,445,352,93
2024-01-09,META,HOTEL,IT,35,11152,1347,599,748
2024-01-09,META,HOTEL,OTHER,15,10379,942,174,768
2024-01-09,SEM,FLIGHT,DE,295,109200,4758,4386,372
2024-01-09,SEM,FLIGHT,ES,20,10676,640,487,153
2024-01-09,SEM,FLIGHT,FR,86,71907,3468,5492,-2024
2024-01-09,SEM,FLIGHT,GB,257,95341,4208,6597,-2389
2024-01-09,SEM,FLIGHT,IT,67,43171,1951,1825,126
2024-01-09,SEM,FLIGHT,OTHER,87,36648,3642,2892,750
2024-01-09,SEM,FLIGHT + HOTEL,DE,87,119398,9772,6880,2892
2024-01-09,SEM,FLIGHT + HOTEL,ES,75,180365,17332,9017,8315
2024-01-09,SEM,FLIGHT + HOTEL,FR,229,309564,29072,26605,2467
2024-01-09,SEM,FLIGHT + HOTEL,GB,57,88709,8542,4329,4213
2024-01-09,SEM,FLIGHT + HOTEL,IT,159,277758,28931,19389,9542
2024-01-09,SEM,FLIGHT + HOTEL,OTHER,41,68968,5852,5121,731
2024-01-09,SEM,HOTEL,DE,14,6634,1026,632,394
2024-01-09,SEM,HOTEL,ES,3,2006,279,80,199
2024-01-09,SEM,HOTEL,FR,71,26086,2416,4542,-2126
2024-01-09,SEM,HOTEL,GB,12,4605,476,374,102
2024-01-09,SEM,HOTEL,IT,25,10823,980,1038,-58
2024-01-09,SEM,HOTEL,OTHER,7,5618,518,189,329
2024-01-09,SEO,FLIGHT,DE,82,27644,1884,0,1884
2024-01-09,SEO,FLIGHT,ES,8,4035,243,0,243
2024-01-09,SEO,FLIGHT,FR,45,21244,962,0,962
2024-01-09,SEO,FLIGHT,GB,46,32941,1230,0,1230
2024-01-09,SEO,FLIGHT,IT,64,44371,962,0,962
2024-01-09,SEO,FLIGHT,OTHER,28,22978,2112,0,2112
2024-01-09,SEO,FLIGHT + HOTEL,DE,24,39454,4167,0,4167
2024-01-09,SEO,FLIGHT + HOTEL,ES,50,156914,9037,0,9037
2024-01-09,SEO,FLIGHT + HOTEL,FR,69,134070,8600,0,8600
2024-01-09,SEO,FLIGHT + HOTEL,GB,10,22950,1254,0,1254
2024-01-09,SEO,FLIGHT + HOTEL,IT,48,112952,11837,0,11837
2024-01-09,SEO,FLIGHT + HOTEL,OTHER,6,9903,816,0,816
2024-01-09,SEO,HOTEL,DE,8,2833,361,0,361
2024-01-09,SEO,HOTEL,ES,9,11035,1336,0,1336
2024-01-09,SEO,HOTEL,FR,47,18362,1763,0,1763
2024-01-09,SEO,HOTEL,GB,5,1516,207,0,207
2024-01-09,SEO,HOTEL,IT,39,39402,4725,0,4725
2024-01-09,SEO,HOTEL,OTHER,8,5763,643,0,643
2024-01-10,DIRECT,FLIGHT,DE,162,60455,2893,0,2893
2024-01-10,DIRECT,FLIGHT,ES,83,48637,1812,0,1812
2024-01-10,DIRECT,FLIGHT,FR,100,66136,2448,0,2448
2024-01-10,DIRECT,FLIGHT,GB,93,37145,712,0,712
2024-01-10,DIRECT,FLIGHT,IT,52,51787,687,0,687
2024-01-10,DIRECT,FLIGHT,OTHER,66,31809,2480,0,2480
2024-01-10,DIRECT,FLIGHT + HOTEL,DE,45,67444,4453,0,4453
2024-01-10,DIRECT,FLIGHT + HOTEL,ES,97,221380,16502,0,16502
2024-01-10,DIRECT,FLIGHT + HOTEL,FR,140,220509,14738,0,14738
2024-01-10,DIRECT,FLIGHT + HOTEL,GB,16,18327,1141,0,1141
2024-01-10,DIRECT,FLIGHT + HOTEL,IT,63,108876,10269,0,10269
2024-01-10,DIRECT,FLIGHT + HOTEL,OTHER,17,37046,2502,0,2502
2024-01-10,DIRECT,HOTEL,DE,25,11616,1270,0,1270
2024-01-10,DIRECT,HOTEL,ES,24,12397,1465,0,1465
2024-01-10,DIRECT,HOTEL,FR,111,40056,3873,0,3873
2024-01-10,DIRECT,HOTEL,GB,13,5574,587,0,587
2024-01-10,DIRECT,HOTEL,IT,41,24351,2335,0,2335
2024-01-10,DIRECT,HOTEL,OTHER,16,9795,1084,0,1084
2024-01-10,META,FLIGHT,DE,275,212673,-72,3883,-3955
2024-01-10,META,FLIGHT,ES,471,289824,10448,5586,4862
2024-01-10,META,FLIGHT,FR,553,465034,11464,9465,1999
2024-01-10,META,FLIGHT,GB,221,92805,3943,2528,1415
2024-01-10,META,FLIGHT,IT,254,250852,5292,3214,2078
2024-01-10,META,FLIGHT,OTHER,1758,990642,23795,21397,2398
2024-01-10,META,FLIGHT + HOTEL,DE,0,0,0,0,0
2024-01-10,META,FLIGHT + HOTEL,ES,6,14657,460,0,460
2024-01-10,META,FLIGHT + HOTEL,FR,14,21952,2208,620,1588
2024-01-10,META,FLIGHT + HOTEL,GB,4,5728,650,205,445
2024-01-10,META,FLIGHT + HOTEL,IT,2,6633,537,45,492
2024-01-10,META,FLIGHT + HOTEL,OTHER,8,11921,1175,499,676
2024-01-10,META,HOTEL,DE,12,13643,1309,585,724
2024-01-10,META,HOTEL,ES,21,16585,1372,186,1186
2024-01-10,META,HOTEL,FR,47,29110,2541,1582,959
2024-01-10,META,HOTEL,GB,18,4325,568,379,189
2024-01-10,META,HOTEL,IT,52,25826,2725,1198,1527
2024-01-10,META,HOTEL,OTHER,24,12788,1236,374,862
2024-01-10,SEM,FLIGHT,DE,225,88936,-1206,4469,-5675
2024-01-10,SEM,FLIGHT,ES,21,13399,1350,812,538
2024-01-10,SEM,FLIGHT,FR,97,61412,3231,4813,-1582
2024-01-10,SEM,FLIGHT,GB,239,93621,3517,5474,-1957
2024-01-10,SEM,FLIGHT,IT,70,58220,3185,1922,1263
2024-01-10,SEM,FLIGHT,OTHER,96,53209,3582,3963,-381
2024-01-10,SEM,FLIGHT + HOTEL,DE,96,182558,13489,6679,6810
2024-01-10,SEM,FLIGHT + HOTEL,ES,98,202998,15992,7700,8292
2024-01-10,SEM,FLIGHT + HOTEL,FR,167,316922,22109,17466,4643
2024-01-10,SEM,FLIGHT + HOTEL,GB,59,70886,7604,3452,4152
2024-01-10,SEM,FLIGHT + HOTEL,IT,158,426591,34296,14396,19900
2024-01-10,SEM,FLIGHT + HOTEL,OTHER,39,67354,8301,4117,4184
2024-01-10,SEM,HOTEL,DE,13,3544,400,349,51
2024-01-10,SEM,HOTEL,ES,13,11227,1183,328,855
2024-01-10,SEM,HOTEL,FR,71,31062,2469,3784,-1315
2024-01-10,SEM,HOTEL,GB,7,2689,296,206,90
2024-01-10,SEM,HOTEL,IT,30,20486,2603,875,1728
2024-01-10,SEM,HOTEL,OTHER,4,3015,341,134,207
2024-01-10,SEO,FLIGHT,DE,89,28510,-1560,0,-1560
2024-01-10,SEO,FLIGHT,ES,8,4153,307,0,307
2024-01-10,SEO,FLIGHT,FR,34,16250,1210,0,1210
2024-01-10,SEO,FLIGHT,GB,60,32099,1802,0,1802
2024-01-10,SEO,FLIGHT,IT,52,30714,742,0,742
2024-01-10,SEO,FLIGHT,OTHER,22,9469,1015,0,1015
2024-01-10,SEO,FLIGHT + HOTEL,DE,30,64231,5709,0,5709
2024-01-10,SEO,FLIGHT + HOTEL,ES,59,154620,12599,0,12599
2024-01-10,SEO,FLIGHT + HOTEL,FR,82,129484,12178,0,12178
2024-01-10,SEO,FLIGHT + HOTEL,GB,8,6706,379,0,379
2024-01-10,SEO,FLIGHT + HOTEL,IT,60,134828,13404,0,13404
2024-01-10,SEO,FLIGHT + HOTEL,OTHER,9,20034,2548,0,2548
2024-01-10,SEO,HOTEL,DE,14,4172,407,0,407
2024-01-10,SEO,HOTEL,ES,8,3012,306,0,306
2024-01-10,SEO,HOTEL,FR,41,33559,3171,0,3171
2024-01-10,SEO,HOTEL,GB,10,4389,602,0,602
2024-01-10,SEO,HOTEL,IT,31,15927,1351,0,1351
2024-01-10,SEO,HOTEL,OTHER,7,2676,266,0,266
2024-01-11,DIRECT,FLIGHT,DE,123,42223,1086,0,1086
2024-01-11,DIRECT,FLIGHT,ES,75,41193,961,0,961
2024-01-11,DIRECT,FLIGHT,FR,102,56516,2057,0,2057
2024-01-11,DIRECT,FLIGHT,GB,90,36403,1226,0,1226
2024-01-11,DIRECT,FLIGHT,IT,75,41440,1573,0,1573
2024-01-11,DIRECT,FLIGHT,OTHER,68,46608,2484,0,2484
2024-01-11,DIRECT,FLIGHT + HOTEL,DE,26,42878,3452,0,3452
2024-01-11,DIRECT,FLIGHT + HOTEL,ES,99,155952,15388,0,15388
2024-01-11,DIRECT,FLIGHT + HOTEL,FR,154,223209,12515,0,12515
2024-01-11,DIRECT,FLIGHT + HOTEL,GB,26,34941,2908,0,2908
2024-01-11,DIRECT,FLIGHT + HOTEL,IT,52,97788,9586,0,9586
2024-01-11,DIRECT,FLIGHT + HOTEL,OTHER,18,23012,2182,0,2182
2024-01-11,DIRECT,HOTEL,DE,18,6363,587,0,587
2024-01-11,DIRECT,HOTEL,ES,16,14614,1713,0,1713
2024-01-11,DIRECT,HOTEL,FR,80,41944,5246,0,5246
2024-01-11,DIRECT,HOTEL,GB,18,4184,508,0,508
2024-01-11,DIRECT,HOTEL,IT,39,11147,1042,0,1042
2024-01-11,DIRECT,HOTEL,OTHER,14,6729,729,0,729
2024-01-11,META,FLIGHT,DE,271,222591,5015,3013,2002
2024-01-11,META,FLIGHT,ES,442,257840,8090,5677,2413
2024-01-11,META,FLIGHT,FR,516,454208,11645,9479,2166
2024-01-11,META,FLIGHT,GB,230,110343,3766,2413,1353
2024-01-11,META,FLIGHT,IT,284,292343,8314,3088,5226
2024-01-11,META,FLIGHT,OTHER,1631,975122,27105,22051,5054
2024-01-11,META,FLIGHT + HOTEL,DE,3,7446,391,0,391
2024-01-11,META,FLIGHT + HOTEL,ES,7,17075,1617,979,638
2024-01-11,META,FLIGHT + HOTEL,FR,17,22528,1817,501,1316
2024-01-11,META,FLIGHT + HOTEL,GB,2,3549,301,0,301
2024-01-11,META,FLIGHT + HOTEL,IT,4,6453,724,138,586
2024-01-11,META,FLIGHT + HOTEL,OTHER,19,32207,2578,1641,937
2024-01-11,META,HOTEL,DE,13,4128,562,271,291
2024-01-11,META,HOTEL,ES,20,8793,1160,529,631
2024-01-11,META,HOTEL,FR,38,28993,2773,1781,992
2024-01-11,META,HOTEL,GB,15,3980,401,311,90
2024-01-11,META,HOTEL,IT,28,15383,1485,862,623
2024-01-11,META,HOTEL,OTHER,39,21184,1953,795,1158
2024-01-11,SEM,FLIGHT,DE,243,108538,6878,3552,3326
2024-01-11,SEM,FLIGHT,ES,25,13787,944,812,132
2024-01-11,SEM,FLIGHT,FR,84,40323,2038,3635,-1597
2024-01-11,SEM,FLIGHT,GB,230,90159,3718,6625,-2907
2024-01-11,SEM,FLIGHT,IT,54,36002,2126,1693,433
2024-01-11,SEM,FLIGHT,OTHER,72,32691,3710,3523,187
2024-01-11,SEM,FLIGHT + HOTEL,DE,79,178044,12854,8236,4618
2024-01-11,SEM,FLIGHT + HOTEL,ES,87,211174,16960,8368,8592
2024-01-11,SEM,FLIGHT + HOTEL,FR,152,245149,18672,16162,2510
2024-01-11,SEM,FLIGHT + HOTEL,GB,47,62935,7400,3161,4239
2024-01-11,SEM,FLIGHT + HOTEL,IT,179,275375,26803,12917,13886
2024-01-11,SEM,FLIGHT + HOTEL,OTHER,41,63727,7476,4994,2482
2024-01-11,SEM,HOTEL,DE,13,12233,1194,342,852
2024-01-11,SEM,HOTEL,ES,7,1221,135,185,-50
2024-01-11,SEM,HOTEL,FR,59,24272,2147,3178,-1031
2024-01-11,SEM,HOTEL,GB,8,2136,342,269,73
2024-01-11,SEM,HOTEL,IT,43,20431,2041,997,1044
2024-01-11,SEM,HOTEL,OTHER,5,5396,609,165,444
2024-01-11,SEO,FLIGHT,DE,102,36106,2772,0,2772
2024-01-11,SEO,FLIGHT,ES,4,2885,62,0,62
2024-01-11,SEO,FLIGHT,FR,67,26260,1539,0,1539
2024-01-11,SEO,FLIGHT,GB,68,27393,1509,0,1509
2024-01-11,SEO,FLIGHT,IT,54,34641,1345,0,1345
2024-01-11,SEO,FLIGHT,OTHER,22,19574,1298,0,1298
2024-01-11,SEO,FLIGHT + HOTEL,DE,21,45232,3526,0,3526
